Name,Position,Age,Season,Player_nat,Left_team,Left_league,Left_team_nat,Joined_team,Joined_league,Joined_nat,Fee,Loan_or_not,Face_img
Mirko Carretta,Right Winger,27,18/19,Italy,Ternana,Serie C-B,Italy,Cremonese,Serie B,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/82648-1608180566.jpg?lm=1
Marco Meneghetti,Goalkeeper,17,18/19,Italy,Pordenone ,Serie C-B,Italy,SPAL U19,Primavera 2a,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/524393-1604765904.jpg?lm=1
Filip Raicevic,Centre-Forward,24,17/18,Montenegro/Serbia,Vicenza,Serie C-B,Italy,Bari,Serie B,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/240789-1570171232.jpg?lm=1
Andrea Cisco,Left Winger,19,17/18,Italy,Padova,Serie C-B,Italy,Sassuolo,Serie A,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/426179-1542314193.jpg?lm=1
Emanuel Rivas,Left Winger,25,08/09,Argentina/Italy,Arezzo,Lega Pro 1 - B,Italy,Bari,Serie B,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/s_30891_3522_2013_08_31_1.jpg?lm=1
Caetano Calil,Centre-Forward,24,08/09,Brazil/Italy,Siena,Serie A,Italy,FC Crotone,Lega Pro 1 - B,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/56723-1458028779.jpg?lm=1
Alberto Savino,Centre-Back,31,04/05,Italy,Napoli,Serie C1 - B,Italy,AC Venezia 1907,Serie B,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/s_21757_123_2013_08_29_1.jpg?lm=1
Giampiero Buonocore,Central Midfield,21,04/05,Italy,Napoli,Serie C1 - B,Italy,Nocerina,Serie C2 - C,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Benjamin Mokulu,Centre-Forward,29,19/20,DR Congo/Belgium,Carpi,Serie C-B,Italy,Juventus U23,Serie C-A,Italy,€450Th.,False,https://img.a.transfermarkt.technology/portrait/medium/55595-1571673363.jpg?lm=1
Luigi Consonni,Central Midfield,27,04/05,Italy,SPAL,Serie C1 - B,Italy,Napoli,Serie C1 - B,Italy,€450Th.,False,https://img.a.transfermarkt.technology/portrait/medium/s_30627_4333_2011_1.jpg?lm=1
Gianluca Grava,Right-Back,27,04/05,Italy,Ternana,Serie B,Italy,Napoli,Serie C1 - B,Italy,€430Th.,False,https://img.a.transfermarkt.technology/portrait/medium/s_8207_6195_2012_1.jpg?lm=1
Kevin Cannavò,Centre-Forward,21,21/22,Italy,FC Empoli,Serie A,Italy,Vis Pesaro,Serie C - B,Italy,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/458816-1567672619.png?lm=1
Michel Morganella,Right-Back,30,19/20,Switzerland/Italy,Padova,Serie C-B,Italy,AS Livorno,Serie B,Italy,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/47544-1570170561.jpg?lm=1
Benjamin Mokulu,Centre-Forward,29,19/20,DR Congo/Belgium,Juventus U23,Serie C-A,Italy,Padova,Serie C-B,Italy,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/55595-1571673363.jpg?lm=1
Michael De Marchi,Centre-Forward,24,19/20,Italy,Imolese,Serie C-B,Italy,Cittadella,Serie B,Italy,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/445884-1565834240.jpg?lm=1
Simone Guerra,Centre-Forward,29,18/19,Italy,Feralpisalò,Serie C-B,Italy,LR Vicenza,Serie C-B,Italy,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/76110-1608183116.jpg?lm=1
Cosimo Chiricò,Right Winger,27,18/19,Italy,Lecce,Serie B,Italy,Monza,Serie C-B,Italy,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/165852-1608185551.jpg?lm=1
Luigi Scaglia,Central Midfield,30,16/17,Italy,Latina Calcio,Serie B,Italy,Parma,Lega Pro B,Italy,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/43364-1535015655.jpg?lm=1
Marco Crimi,Central Midfield,24,14/15,Italy,Grosseto,Lega Pro B,Italy,Latina Calcio,Serie B,Italy,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/149526-1602088912.jpg?lm=1
Federico Barba,Centre-Back,19,13/14,Italy,Grosseto,Lega Pro 1 - B,Italy,AS Roma,Serie A,Italy,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/165873-1449071080.jpg?lm=1
Alexis Ferrante,Centre-Forward,16,11/12,Italy/Argentina,Piacenza,Lega Pro 1 - B,Italy,Roma U19,Primavera C,Italy,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/176023-1410342148.jpg?lm=1
Andrea Carozza,midfield,22,07/08,Italy,Pescara,Serie C1 - B,Italy,Bari,Serie B,Italy,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/H_y_s_22269_2007_1.jpg?lm=1
Mario Salgado,Centre-Forward,28,09/10,Chile,Foggia,Lega Pro 1 - B,Italy,Torino,Serie B,Italy,€370Th.,False,https://img.a.transfermarkt.technology/portrait/medium/s_5984_2433_2011_1.jpg?lm=1
Lorenzo Sabattini,Central Midfield,17,19/20,Italy,Vis Pesaro,Serie C-B,Italy,Sampdoria U19,Primavera 1,Italy,€360Th.,False,https://img.a.transfermarkt.technology/portrait/medium/557556-1543828798.jpg?lm=1
Francesco Colombini,Centre-Back,21,14/15,Italy,Tuttocuoio,Lega Pro B,Italy,Empoli,Serie A,Italy,€360Th.,False,https://img.a.transfermarkt.technology/portrait/medium/343621-1439303569.jpg?lm=1
Luca Tremolada,Attacking Midfield,29,21/22,Italy,Pordenone ,Serie B,Italy,Modena,Serie C - B,Italy,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/88713-1577460327.jpg?lm=1
Julián Illanes,Centre-Back,24,21/22,Argentina/Italy,Fiorentina,Serie A,Italy,Pescara,Serie C - B,Italy,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/441264-1572357520.jpg?lm=1
M'Bala Nzola,Centre-Forward,22,19/20,Angola/France,Carpi,Serie C-B,Italy,Trapani,Serie B,Italy,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/354814-1560049880.jpg?lm=1
Matteo Bachini,Centre-Back,19,14/15,Italy,Empoli,Serie A,Italy,Tuttocuoio,Lega Pro B,Italy,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/113797-1569228592.jpg?lm=1
Francesco Di Mariano,Left Winger,17,13/14,Italy,Lecce,Lega Pro 1 - B,Italy,Roma U19,Primavera C,Italy,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/238950-1594456179.jpg?lm=1
Emanuele Padella,Centre-Back,24,13/14,Italy,Grosseto,Lega Pro 1 - B,Italy,Virtus Entella,Lega Pro 1a - A,Italy,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/160854-1608181758.jpg?lm=1
Emanuele Padella,Centre-Back,25,13/14,Italy,Virtus Entella,Lega Pro 1a - A,Italy,Benevento,Lega Pro 1 - B,Italy,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/160854-1608181758.jpg?lm=1
Filip Raicevic,Centre-Forward,22,15/16,Montenegro/Serbia,Lucchese,Lega Pro B,Italy,Vicenza,Serie B,Italy,€340Th.,False,https://img.a.transfermarkt.technology/portrait/medium/240789-1570171232.jpg?lm=1
Dario Saric,Central Midfield,23,20/21,Bosnia-Herzegovina/Italy,Carpi,Serie C - B,Italy,Ascoli,Serie B,Italy,€330Th.,False,https://img.a.transfermarkt.technology/portrait/medium/293228-1608184935.jpg?lm=1
Maxwell Acosty,Right Winger,17,09/10,Ghana/Italy,Reggiana,Lega Pro 1 - B,Italy,Fiorentina U19,Primavera A,Italy,€325Th.,False,https://img.a.transfermarkt.technology/portrait/medium/102249-1585936216.jpg?lm=1
Luis Jiménez,Attacking Midfield,22,06/07,Chile/Italy,Ternana,Serie C1 - B,Italy,Lazio,Serie A,Italy,€311Th.,True,https://img.a.transfermarkt.technology/portrait/medium/21821-1458739624.jpg?lm=1
Alessandro Sgrigna,Second Striker,17,97/98,Italy,Cisco Lodigiani,Serie C1 - B,Italy,Inter U19,Italy,Italy,€310Th.,False,https://img.a.transfermarkt.technology/portrait/medium/s_38642_4102_2013_09_27_1.jpg?lm=1
Roberto Ogunseye,Centre-Forward,26,21/22,Italy/Nigeria,Cittadella,Serie B,Italy,Modena,Serie C - B,Italy,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/192105-1602876931.jpg?lm=1
Mamadou Tounkara,Centre-Forward,25,21/22,Senegal/Spain,Viterbese,Serie C - B,Italy,Cittadella,Serie B,Italy,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/242965-1474371065.jpg?lm=1
Simone Santoro,Central Midfield,21,21/22,Italy,Teramo,Serie C - B,Italy,Perugia,Serie B,Italy,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/392515-1488445732.jpg?lm=1
Armand Rada,Central Midfield,22,21/22,Albania/Italy,Renate,Serie C - A,Italy,Virtus Entella,Serie C - B,Italy,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/408333-1493204253.jpg?lm=1
Pasquale Mazzocchi,Right-Back,25,20/21,Italy,Perugia,Serie C - B,Italy,Venezia,Serie B,Italy,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/250153-1630656880.jpg?lm=1
Joel Baraye,Left-Back,23,20/21,Senegal,Virtus Entella,Serie B,Italy,Padova,Serie C - B,Italy,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/325897-1608091598.jpg?lm=1
Lucas Castro,Attacking Midfield,26,15/16,Argentina,Catania,Lega Pro C,Italy,Chievo Verona,Serie A,Italy,€3.50m,False,https://img.a.transfermarkt.technology/portrait/medium/105892-1596014735.jpg?lm=1
Lorenzo Lucca,Centre-Forward,20,21/22,Italy,Palermo,Serie C - C,Italy,Pisa,Serie B,Italy,€2.10m,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Emanuele Pecorino,Centre-Forward,19,20/21,Italy,Catania,Serie C - C,Italy,Juventus U23,Serie C - A,Italy,€2.00m,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Norbert Gyomber,Centre-Back,24,16/17,Slovakia,Catania,Lega Pro C,Italy,AS Roma,Serie A,Italy,€1.50m,False,https://img.a.transfermarkt.technology/portrait/medium/205054-1628669768.jpg?lm=1
Igor Coronado,Attacking Midfield,24,17/18,Brazil/Italy,Trapani,Serie C-C,Italy,US Palermo,Serie B,Italy,€1.40m,False,https://img.a.transfermarkt.technology/portrait/medium/215915-1479457607.jpg?lm=1
Fabián Monzón,Left-Back,28,15/16,Argentina,Catania,Lega Pro C,Italy,U. de Chile,Primera División,Chile,€1.20m,False,https://img.a.transfermarkt.technology/portrait/medium/s_67084_1627_2013_09_20_1.jpg?lm=1
Filippo Falco,Second Striker,23,15/16,Italy,Lecce,Lega Pro C,Italy,Bologna,Serie A,Italy,€1.20m,False,https://img.a.transfermarkt.technology/portrait/medium/70689-1596116597.jpg?lm=1
Pawel Bochniewicz,Centre-Back,18,14/15,Poland,Reggina,Lega Pro C,Italy,Udinese U19,Primavera B,Italy,€1.20m,False,https://img.a.transfermarkt.technology/portrait/medium/248395-1629185794.jpg?lm=1
Francesco Forte,Centre-Forward,27,20/21,Italy,Juve Stabia,Serie C - C,Italy,Venezia,Serie B,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/164534-1550651454.jpg?lm=1
Michael Folorunsho,Central Midfield,21,19/20,Italy/Nigeria,V. Francavilla,Serie C-C,Italy,SSC Napoli,Serie A,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/377042-1614000872.jpg?lm=1
Alessandro Minelli,Centre-Back,19,18/19,Italy,Rende,Serie C-C,Italy,Parma,Serie A,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/431470-1504607827.jpg?lm=1
Alexis Rolín,Centre-Back,27,16/17,Uruguay,Catania,Lega Pro C,Italy,Nacional,Camp. Uruguayo Esp.,Uruguay,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/s_186664_1627_2013_04_04_1.jpg?lm=1
Gonzalo Escalante,Central Midfield,22,15/16,Argentina/Italy,Catania,Lega Pro C,Italy,SD Eibar,LaLiga,Spain,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/266795-1447246167.jpg?lm=1
Daniele Casiraghi,Attacking Midfield,21,14/15,Italy,Lecce,Lega Pro B,Italy,Parma,Serie A,Italy,€1.00m,False,https://img.a.transfermarkt.technology/portrait/medium/199272-1604766217.jpg?lm=1
Moses Odjer,Defensive Midfield,19,16/17,Ghana,Catania,Lega Pro C,Italy,Salernitana,Serie B,Italy,€900Th.,False,https://img.a.transfermarkt.technology/portrait/medium/262595-1469180234.jpg?lm=1
Riccardo Maniero,Centre-Forward,27,15/16,Italy,Catania,Lega Pro C,Italy,Bari,Serie B,Italy,€900Th.,False,https://img.a.transfermarkt.technology/portrait/medium/52135-1613236556.jpg?lm=1
Federico Moretti,Central Midfield,26,15/16,Italy,Catania,Lega Pro C,Italy,Latina Calcio,Serie B,Italy,€900Th.,False,https://img.a.transfermarkt.technology/portrait/medium/37731-1451058457.png?lm=1
Luka Bogdan,Centre-Back,22,18/19,Croatia,Catania,Serie C-C,Italy,AS Livorno,Serie B,Italy,€850Th.,False,https://img.a.transfermarkt.technology/portrait/medium/226058-1628669815.jpg?lm=1
Eugenio D'Ursi,Left Winger,24,19/20,Italy,Catanzaro,Serie C-C,Italy,SSC Napoli,Serie A,Italy,€765Th.,False,https://img.a.transfermarkt.technology/portrait/medium/341498-1571908072.jpg?lm=1
Giovanni Di Lorenzo,Right-Back,24,17/18,Italy,Matera,Serie C-C,Italy,Empoli,Serie B,Italy,€600Th.,False,https://img.a.transfermarkt.technology/portrait/medium/169880-1535011899.jpg?lm=1
Pietro Terracciano,Goalkeeper,27,17/18,Italy,Catania,Serie C-C,Italy,Empoli,Serie B,Italy,€600Th.,False,https://img.a.transfermarkt.technology/portrait/medium/96254-1595853091.jpg?lm=1
Bruno Petkovic,Centre-Forward,21,16/17,Croatia,Catania,Lega Pro C,Italy,Trapani,Serie B,Italy,€600Th.,False,https://img.a.transfermarkt.technology/portrait/medium/256358-1605121929.jpg?lm=1
Giuseppe Fella,Second Striker,27,20/21,Italy,Monopoli ,Serie C - C,Italy,Salernitana,Serie B,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/199896-1613236466.jpg?lm=1
Kevin Biondi,Right Midfield,21,20/21,Italy,Catania,Serie C - C,Italy,Pordenone ,Serie B,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Alessio Sabbione,Centre-Back,27,19/20,Italy,Carpi,Serie C-B,Italy,Bari,Serie C-C,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/287472-1571907427.jpg?lm=1
Giangiacomo Magnani,Centre-Back,22,17/18,Italy,Siracusa,Serie C-C,Italy,Perugia,Serie B,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/310458-1630660856.jpg?lm=1
Pedro Costa Ferreira,Attacking Midfield,26,16/17,Portugal/Italy,Virtus Entella,Serie B,Italy,Lecce,Lega Pro C,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/132460-1560049601.jpg?lm=1
Fabián Rinaudo,Defensive Midfield,28,15/16,Argentina/Italy,Catania,Lega Pro C,Italy,Gimnasia,Primera División,Argentina,€500Th.,True,https://img.a.transfermarkt.technology/portrait/medium/s_89027_336_2013_10_25_1.jpg?lm=1
Daniele Sciaudone,Central Midfield,26,15/16,Italy,Bari,Serie B,Italy,Catania,Lega Pro C,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/102368-1608180242.jpg?lm=1
Norbert Gyomber,Centre-Back,23,15/16,Slovakia,Catania,Lega Pro C,Italy,AS Roma,Serie A,Italy,€500Th.,True,https://img.a.transfermarkt.technology/portrait/medium/205054-1628669768.jpg?lm=1
Maicon,Right-Back,21,14/15,Brazil,Reggina,Lega Pro C,Italy,AS Livorno,Serie B,Italy,€500Th.,False,https://img.a.transfermarkt.technology/portrait/medium/184743-1582380470.jpg?lm=1
Fabiano Parisi,Left-Back,19,20/21,Italy,Avellino,Serie C - C,Italy,Empoli,Serie B,Italy,€450Th.,False,https://img.a.transfermarkt.technology/portrait/medium/547985-1613465958.jpg?lm=1
Erasmo Mulè,Centre-Back,19,18/19,Italy,Trapani,Serie C-C,Italy,Sampdoria,Serie A,Italy,€450Th.,False,https://img.a.transfermarkt.technology/portrait/medium/392521-1539360848.jpg?lm=1
Manuel Fischnaller,Centre-Forward,27,18/19,Italy,Alessandria,Serie C-A,Italy,Catanzaro,Serie C-C,Italy,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/102379-1604766447.jpg?lm=1
M'Bala Nzola,Centre-Forward,20,17/18,Angola/France,V. Francavilla,Serie C-C,Italy,Carpi,Serie B,Italy,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/354814-1560049880.jpg?lm=1
Gianluca Di Chiara,Left-Back,23,17/18,Italy,Catanzaro,Serie C-C,Italy,Perugia,Serie B,Italy,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/189340-1613734678.jpg?lm=1
Nicola Belmonte,Centre-Back,28,15/16,Italy,Catania,Lega Pro C,Italy,Perugia,Serie B,Italy,€400Th.,False,https://img.a.transfermarkt.technology/portrait/medium/43082-1418722719.jpg?lm=1
Andrea Bianchimano,Centre-Forward,21,17/18,Italy,Reggina,Serie C-C,Italy,Perugia,Serie B,Italy,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/392205-1606406407.jpg?lm=1
Daniele Sciaudone,Central Midfield,27,15/16,Italy,Catania,Lega Pro C,Italy,Salernitana,Serie B,Italy,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/102368-1608180242.jpg?lm=1
Marco Migliorini,Centre-Back,24,15/16,Italy,Juve Stabia,Lega Pro C,Italy,Avellino,Serie B,Italy,€350Th.,False,https://img.a.transfermarkt.technology/portrait/medium/167817-1475150244.jpg?lm=1
Luca Pandolfi,Centre-Forward,22,20/21,Italy,Turris,Serie C - C,Italy,Brescia,Serie B,Italy,€330Th.,True,https://img.a.transfermarkt.technology/portrait/medium/438021-1606777682.jpg?lm=1
Mattia Proietti,Defensive Midfield,27,19/20,Italy,Pescara,Serie B,Italy,Ternana,Serie C-C,Italy,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/198137-1543833776.jpg?lm=1
Francesco Corsinelli,Right-Back,21,19/20,Italy,Piacenza,Serie C-B,Italy,Bari,Serie C-C,Italy,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/339892-1571907453.jpg?lm=1
Nicola Citro,Centre-Forward,29,18/19,Italy,Trapani,Serie C-C,Italy,Frosinone,Serie A,Italy,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/94943-1570172356.jpg?lm=1
Anthony Taugourdeau,Defensive Midfield,28,17/18,France,Piacenza,Serie C-A,Italy,Trapani,Serie C-C,Italy,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/91596-1608094141.png?lm=1
Alan Empereur,Centre-Back,22,16/17,Brazil/Italy,Salernitana,Serie B,Italy,Foggia,Lega Pro C,Italy,€300Th.,False,https://img.a.transfermarkt.technology/portrait/medium/169179-1567668905.jpg?lm=1
Pietro Cianci,Centre-Forward,25,21/22,Italy,Sassuolo,Serie A,Italy,Catanzaro,Serie C - C,Italy,€250Th.,False,https://img.a.transfermarkt.technology/portrait/medium/285754-1444636771.png?lm=1
Dimitri Bisoli,Central Midfield,23,17/18,Italy,Andria,Serie C-C,Italy,Brescia,Serie B,Italy,€250Th.,False,https://img.a.transfermarkt.technology/portrait/medium/163216-1567612918.jpg?lm=1
Gianmarco Ingrosso,Centre-Back,28,17/18,Italy,Matera,Serie C-C,Italy,AC Pisa,Serie C-A,Italy,€250Th.,False,https://img.a.transfermarkt.technology/portrait/medium/61605-1608180071.jpg?lm=1
Luca Ceccarelli,Centre-Back,32,15/16,Italy,Spezia Calcio,Serie B,Italy,Catania,Lega Pro C,Italy,€240Th.,False,https://img.a.transfermarkt.technology/portrait/medium/39675-1408950059.jpg?lm=1
Alessandro Bordin,Central Midfield,23,21/22,Italy,Spezia Calcio,Serie A,Italy,Fidelis Andria,Serie C - C,Italy,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/315844-1518698123.jpg?lm=1
Manuel Fischnaller,Centre-Forward,28,19/20,Italy,Catanzaro,Serie C-C,Italy,Südtirol,Serie C-B,Italy,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/102379-1604766447.jpg?lm=1
Mattia Maita,Central Midfield,25,19/20,Italy,Catanzaro,Serie C-C,Italy,Bari,Serie C-C,Italy,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/167470-1539356584.jpg?lm=1
Luca Parodi,Right-Back,24,19/20,Italy,Cittadella,Serie B,Italy,Ternana,Serie C-C,Italy,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/256688-1551292461.jpg?lm=1
Salvatore Caturano,Centre-Forward,27,17/18,Italy,Bari,Serie B,Italy,Lecce,Serie C-C,Italy,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/56898-1604745821.JPG?lm=1
Dan Berci,Left-Back,18,17/18,Romania,Juve Stabia,Serie C-C,Italy,Perugia U19,Primavera 2b,Italy,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Gianluca Di Chiara,Left-Back,22,16/17,Italy,Catanzaro,Lega Pro C,Italy,Perugia,Serie B,Italy,€200Th.,True,https://img.a.transfermarkt.technology/portrait/medium/189340-1613734678.jpg?lm=1
Mattia Montini,Centre-Forward,24,16/17,Italy,Monopoli ,Lega Pro C,Italy,Bari,Serie B,Italy,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/130368-1444628801.jpg?lm=1
Ledian Memushaj,Central Midfield,28,15/16,Albania,Lecce,Lega Pro C,Italy,Pescara,Serie B,Italy,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/139634-1594457151.png?lm=1
Raffaele Schiavi,Centre-Back,29,15/16,Italy,Frosinone,Serie A,Italy,Catania,Lega Pro C,Italy,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/28857-1608180118.jpg?lm=1
Raffaele Schiavi,Centre-Back,29,15/16,Italy,Catania,Lega Pro C,Italy,Salernitana,Serie B,Italy,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/28857-1608180118.jpg?lm=1
Manuel Fischnaller,Centre-Forward,22,14/15,Italy,Reggina,Lega Pro C,Italy,Südtirol,Serie C - A,Italy,€200Th.,False,https://img.a.transfermarkt.technology/portrait/medium/102379-1604766447.jpg?lm=1
